,Code,Site,Bank,Dist,Group,Abund,Biomass,PercC,PercN,d13C,d15N,Trophic,shortSite,SiteBank,d13Cadj,d15Nadj,PercCaq,PercNaq,Region,Width,WidthClass,WidthClass2,Order,OrderClass,Geomorph,Banks,VegFld,VegUp,VegShift,PercAq,PercAqAdj,PercAqRel
911,RESI4-LB/8 PrSpWe,RESI4,LB,8,PrSpWe,9,35,0.3192,0.0534,-27.49,-2.41,2,RESI4,RESI4LB,-32.97,-3.63,0,0.6223,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0,0.0234,0
916,RESI4-LB/16 PrSpWe,RESI4,LB,16,PrSpWe,17,66.9,0.4343,0.096,-26.3,-2.45,2,RESI4,RESI4LB,-31.78,-3.67,0.0804,0.629,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0804,0.0753,1
917,RESI4-LB/16 PrSpHu,RESI4,LB,16,PrSpHu,9,23.1,0.3962,0.0697,-27.02,-0.95,2,RESI4,RESI4LB,-32.5,-2.17,0.0277,0.3794,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0277,0.0277,0.082851638
918,RESI4-LB/16 PrBeet,RESI4,LB,16,PrBeet,2,17.3,0.5006,0.0961,-26.59,-1.57,2,RESI4,RESI4LB,-32.07,-2.79,0.0592,0.4825,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0592,0.0592,0.689788054
1035,RESI4-LB/11 PrSpHu,RESI4,LB,11,PrSpHu,3,8.3,0.4496,0.1155,-26.18,0.72,2,RESI4,RESI4LB,-31.66,-0.5,0.0892,0.1015,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0892,0.0753,1
926,RESI4-RB/1 PrBeet,RESI4,RB,1,PrBeet,2,28,0.4913,0.0969,-27.42,-0.07,2,RESI4,RESI4RB,-32.9,-1.29,0,0.233,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0,0,0
930,RESI4-RB/2 PrSpHu,RESI4,RB,2,PrSpHu,13,13.1,0.4956,0.1031,-26.71,1.23,2,RESI4,RESI4RB,-32.19,0.01,0.0505,0.0166,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0505,0.0505,0.515832482
932,RESI4-RB/4 PrBeet,RESI4,RB,4,PrBeet,2,20.2,0.4782,0.0964,-27.13,4.09,2,RESI4,RESI4RB,-32.61,2.87,0.0197,0,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0197,0.0197,0.201225741
933,RESI4-RB/4 PrSpHu,RESI4,RB,4,PrSpHu,3,31.6,0.4667,0.1196,-26.62,1.56,2,RESI4,RESI4RB,-32.1,0.34,0.057,0,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.057,0.057,0.582226762
934,RESI4-RB/8 PrSpHu,RESI4,RB,8,PrSpHu,60,119.5,0.4298,0.109,-26.36,0.82,2,RESI4,RESI4RB,-31.84,-0.4,0.076,0.0849,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.076,0.076,0.776302349
939,RESI4-RB/14 PrBeet,RESI4,RB,14,PrBeet,2,187.8,0.4959,0.0938,-27.4,0.88,2,RESI4,RESI4RB,-32.88,-0.34,0,0.0749,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0,0,0
940,RESI4-RB/14 PrSpHu,RESI4,RB,14,PrSpHu,8,39.6,0.4618,0.1126,-26.66,1.33,2,RESI4,RESI4RB,-32.14,0.11,0.0541,0,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0541,0.0541,0.552604699
1090,RESI4-RB/4 PrSpWe,RESI4,RB,4,PrSpWe,8,5.4,0.509,0.1421,-26.06,-0.31,2,RESI4,RESI4RB,-31.54,-1.53,0.0979,0.2729,Tagliamento,4,3,1to2,1,1to2,Straight,Steep,Understory,Understory,None,0.0979,0.0979,1
943,RESI5.2-LB/0 PrSpHu,RESI5.2,LB,0,PrSpHu,19,29.8,0.4772,0.1192,-26.86,1.07,2,RESI5,RESI5LB,-27.93,-7.65,0.8373,0.3687,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.8373,0.8373,0.346848655
947,RESI5.2-LB/1 PrSpHu,RESI5.2,LB,1,PrSpHu,44,38.9,0.4482,0.1167,-28.14,1.91,2,RESI5,RESI5LB,-29.21,-6.81,1,0.5252,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,1,1,1
948,RESI5.2-LB/1 PrSpWe,RESI5.2,LB,1,PrSpWe,4,7.3,0.4964,0.1179,-26.87,1.33,2,RESI5,RESI5LB,-27.94,-7.39,0.8386,0.4172,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.8386,0.8386,0.352067443
950,RESI5.2-LB/1 PrBeet,RESI5.2,LB,1,PrBeet,3,80.8,0.4685,0.0824,-27.96,0.04,2,RESI5,RESI5LB,-29.03,-8.68,0.9771,0.1769,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.9771,0.9771,0.908069049
951,RESI5.2-LB/2 PrSpHu,RESI5.2,LB,2,PrSpHu,60,30.3,0.4704,0.123,-27.81,1.79,2,RESI5,RESI5LB,-28.88,-6.93,0.958,0.5028,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.958,0.958,0.831393015
952,RESI5.2-LB/2 PrBeet,RESI5.2,LB,2,PrBeet,2,72.6,0.513,0.1066,-28.39,0.38,2,RESI5,RESI5LB,-29.46,-8.34,1,0.2403,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,1,1,1
956,RESI5.2-LB/4 PrSpWe,RESI5.2,LB,4,PrSpWe,4,7.4,0.5193,0.1026,-26.57,-1.28,2,RESI5,RESI5LB,-27.64,-10,0.8005,0,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.8005,0.8005,0.199116821
1006,RESI5.2-LB/8 PrSpWe,RESI5.2,LB,8,PrSpWe,34,70.5,0.4292,0.1074,-26.18,0.08,2,RESI5,RESI5LB,-27.25,-8.64,0.7509,0.1843,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.7509,0.7509,0
1007,RESI5.2-LB/8 PrBeet,RESI5.2,LB,8,PrBeet,54,162.1,0.4603,0.1027,-26.89,2.45,2,RESI5,RESI5LB,-27.96,-6.27,0.8411,0.6257,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.8411,0.8411,0.362103573
1008,RESI5.2-LB/8 PrSpHu,RESI5.2,LB,8,PrSpHu,21,28.3,0.4613,0.1208,-26.36,2.37,2,RESI5,RESI5LB,-27.43,-6.35,0.7738,0.6108,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.7738,0.7738,0.091930951
1009,RESI5.2-LB/16 PrSpHu,RESI5.2,LB,16,PrSpHu,6,5.9,0.4436,0.1109,-26.18,0.64,2,RESI5,RESI5LB,-27.25,-8.08,0.7509,0.2887,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.7509,0.7509,0
1011,RESI5.2-LB/16 PrBeet,RESI5.2,LB,16,PrBeet,3,19.1,0.4647,0.0972,-26.38,0.1,2,RESI5,RESI5LB,-27.45,-8.62,0.7763,0.1881,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.7763,0.7763,0.101967081
1012,RESI5.2-LB/16 PrSpWe,RESI5.2,LB,16,PrSpWe,14,63.9,0.4357,0.1086,-26.46,0.73,2,RESI5,RESI5LB,-27.53,-7.99,0.7865,0.3054,Tagliamento,16,5,3to4,4,3to4,Braided,Terrace,Understory,Overstory,Understory–Overstory,0.7865,0.7865,0.142914492
890,RESI5.1-RB/32 PrSpWe,RESI5.1,RB,32,PrSpWe,19,30.7,0.4756,0.1292,-25.42,-1.68,2,RESI5,RESI5RB,-26.49,-10.4,0.6543,0,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.6543,0.6543,0.068985177
1014,RESI5.1-RB/0 PrSpHu,RESI5.1,RB,0,PrSpHu,27,212.2,0.4355,0.1178,-27.11,2.15,2,RESI5,RESI5RB,-28.18,-6.57,0.8691,0.5698,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.8691,0.8691,0.681299886
1015,RESI5.1-RB/0 PrBeet,RESI5.1,RB,0,PrBeet,18,41.5,0.46,0.1048,-26.95,1.14,2,RESI5,RESI5RB,-28.02,-7.58,0.8487,0.3818,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.8487,0.8487,0.623147092
1018,RESI5.1-RB/1 PrBeet,RESI5.1,RB,1,PrBeet,8,17.3,0.4925,0.1,-27.91,0.35,2,RESI5,RESI5RB,-28.98,-8.37,0.9707,0.2346,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.9707,0.9707,0.970923603
1020,RESI5.1-RB/1 PrSpHu,RESI5.1,RB,1,PrSpHu,19,54,0.4626,0.1213,-26.85,2.2,2,RESI5,RESI5RB,-27.92,-6.52,0.836,0.5791,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.836,0.836,0.586944128
1024,RESI5.1-RB/2 PrBeet,RESI5.1,RB,2,PrBeet,3,10.8,0.5699,0.0923,-27.99,0.97,2,RESI5,RESI5RB,-29.06,-7.75,0.9809,0.3501,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.9809,0.9809,1
1025,RESI5.1-RB/2 PrSpHu,RESI5.1,RB,2,PrSpHu,38,48.6,0.4922,0.1249,-27.11,2.25,2,RESI5,RESI5RB,-28.18,-6.47,0.8691,0.5885,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.8691,0.8691,0.681299886
1026,RESI5.1-RB/4 PrSpHu,RESI5.1,RB,4,PrSpHu,17,147.5,0.3693,0.0967,-26.57,2.56,2,RESI5,RESI5RB,-27.64,-6.16,0.8005,0.6462,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.8005,0.8005,0.485746864
1029,RESI5.1-RB/8 PrBeet,RESI5.1,RB,8,PrBeet,3,48.4,0.5223,0.1106,-26.33,0.94,2,RESI5,RESI5RB,-27.4,-7.78,0.7699,0.3445,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.7699,0.7699,0.398517674
1030,RESI5.1-RB/8 PrSpHu,RESI5.1,RB,8,PrSpHu,12,86.9,0.4803,0.121,-27.65,1.44,2,RESI5,RESI5RB,-28.72,-7.28,0.9377,0.4376,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.9377,0.9377,0.876852908
1032,RESI5.1-RB/8 PrSpWe,RESI5.1,RB,8,PrSpWe,8,17.1,0.4626,0.1297,-25.32,1.14,2,RESI5,RESI5RB,-26.39,-7.58,0.6416,0.3818,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.6416,0.6416,0.032782212
1039,RESI5.1-RB/16 PrSpHu,RESI5.1,RB,16,PrSpHu,14,70.6,0.4188,0.1066,-27.25,2.68,2,RESI5,RESI5RB,-28.32,-6.04,0.8868,0.6685,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.8868,0.8868,0.731755986
1040,RESI5.1-RB/16 PrBeet,RESI5.1,RB,16,PrBeet,3,116.1,0.49,0.0919,-27.05,1.42,2,RESI5,RESI5RB,-28.12,-7.3,0.8614,0.4339,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.8614,0.8614,0.659350057
1041,RESI5.1-RB/16 PrSpWe,RESI5.1,RB,16,PrSpWe,2,4.4,0.5651,0.1051,-26.95,-0.24,2,RESI5,RESI5RB,-28.02,-8.96,0.8487,0.1248,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.8487,0.8487,0.623147092
1043,RESI5.1-RB/22 PrSpHu,RESI5.1,RB,22,PrSpHu,21,25,0.298,0.0732,-25.66,1.95,2,RESI5,RESI5RB,-26.73,-6.77,0.6848,0.5326,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.6848,0.6848,0.155929304
1044,RESI5.1-RB/22 PrBeet,RESI5.1,RB,22,PrBeet,1,26.5,0.4845,0.1016,-26.32,1.83,2,RESI5,RESI5RB,-27.39,-6.89,0.7687,0.5103,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.7687,0.7687,0.395096921
1045,RESI5.1-RB/22 PrSpWe,RESI5.1,RB,22,PrSpWe,23,34.8,0.4696,0.1294,-25.23,-0.91,2,RESI5,RESI5RB,-26.3,-9.63,0.6301,0,Tagliamento,16,5,3to4,4,3to4,Braided,Gradual,Barren,Understory,Barren–Understory,0.6301,0.6301,0
1824,SAVA1-LB/0 PrSpWe,SAVA1,LB,0,PrSpWe,5,18,0.4558,0.1064,-16,10.19,2,SAVA1,SAVA1LB,-45.72,7.55,0.0671,0.8891,Danube,450,7,7+,7,7,Meandering,Gradual,Overstory,Overstory,None,0.8891,0.8891,1
1832,SAVA1-LB/2 PrSpWe,SAVA1,LB,2,PrSpWe,4,17.1,0.4522,0.105,-16.45,10.19,2,SAVA1,SAVA1LB,-46.17,7.55,0.0394,0.8891,Danube,450,7,7+,7,7,Meandering,Gradual,Overstory,Overstory,None,0.8891,0.8891,1
1837,SAVA1-LB/4 PrSpHu,SAVA1,LB,4,PrSpHu,4,6.7,0.9982,0.1437,-16.81,6.92,2,SAVA1,SAVA1LB,-46.53,4.29,0.0172,0.1902,Danube,450,7,7+,7,7,Meandering,Gradual,Overstory,Overstory,None,0.1902,0.1902,0.213924193
1844,SAVA1-LB/37 PrSpWe,SAVA1,LB,37,PrSpWe,6,6.7,0.6025,0.0815,-17.78,7.28,2,SAVA1,SAVA1LB,-47.5,4.65,0,0.2672,Danube,450,7,7+,7,7,Meandering,Gradual,Overstory,Overstory,None,0.2672,0.2672,0.300528624
1850,SAVA1-LB/0 PrBeet,SAVA1,LB,0,PrBeet,3,5,0.6266,0.0658,-17.09,7.37,2,SAVA1,SAVA1LB,-46.81,4.74,0,0.2864,Danube,450,7,7+,7,7,Meandering,Gradual,Overstory,Overstory,None,0.2864,0.2864,0.322123496
1858,SAVA1-LB/37 PrSpHu,SAVA1,LB,37,PrSpHu,2,6.2,0.4616,0.1203,-16.38,6.03,2,SAVA1,SAVA1LB,-46.09,3.4,0.0438,0,Danube,450,7,7+,7,7,Meandering,Gradual,Overstory,Overstory,None,0,0,0
